filepath,filename,folder_category,inferred_category,final_category,product,arabic_name,souk_location,price_min_mad,price_max_mad,price_range,notes,width_px,height_px,size_kb,hash,annotated,annotation_file
marrakech_dataset\leather\bing\000067.jpg,000067.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,850,700,34.6,e900d00a3c,no,
marrakech_dataset\leather\bing\000068.jpg,000068.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,840,840,30.9,6c8d86265a,no,
marrakech_dataset\leather\bing\000069.jpg,000069.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,2048,855,396.9,6e9e52384a,no,
marrakech_dataset\leather\bing\000070.jpg,000070.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1344,896,204.9,43f8e41ec3,no,
marrakech_dataset\leather\bing\000071.jpg,000071.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1200,1600,287.2,d59c3cd7bd,no,
marrakech_dataset\leather\bing\000072.jpg,000072.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,1065,314.0,a55c819065,no,
marrakech_dataset\leather\bing\000073.jpg,000073.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,626,417,99.2,30818d80d1,no,
marrakech_dataset\leather\bing\000074.jpg,000074.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1024,768,129.7,0218f83b83,no,
marrakech_dataset\leather\bing\000075.jpg,000075.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,271.6,8c88a58543,no,
marrakech_dataset\leather\bing\000076.jpg,000076.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,534,103.5,5b29021a4c,no,
marrakech_dataset\leather\bing\000077.jpg,000077.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,975,1390,273.6,9046fca1ca,no,
marrakech_dataset\leather\bing\000078.jpg,000078.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,865,1390,237.9,23c36b4253,no,
marrakech_dataset\leather\bing\000079.jpg,000079.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,344.6,2ee963aeaa,no,
marrakech_dataset\leather\bing\000080.jpg,000080.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,212.7,43f5c1d7cb,no,
marrakech_dataset\leather\bing\000081.jpg,000081.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,342.4,2b9922e9fd,no,
marrakech_dataset\leather\bing\000082.jpg,000082.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,307.0,ec82d3a5c6,no,
marrakech_dataset\leather\bing\000083.jpg,000083.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,865,1390,186.3,5bc4aa8f2b,no,
marrakech_dataset\leather\bing\000084.jpg,000084.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,954,242.1,993d8015a8,no,
marrakech_dataset\leather\bing\000085.jpg,000085.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,283.3,7b6c43dc3b,no,
marrakech_dataset\leather\bing\000086.jpg,000086.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,390,280,37.2,f2f3845179,no,
marrakech_dataset\leather\bing\000087.jpg,000087.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,736,490,91.1,e3ea37e8f9,no,
marrakech_dataset\leather\bing\000088.jpg,000088.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,264.5,6849218763,no,
marrakech_dataset\leather\bing\000089.jpg,000089.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,864,1390,228.3,69f0565ed9,no,
marrakech_dataset\leather\bing\000090.jpg,000090.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,600,600,97.2,543e44bc7f,no,
marrakech_dataset\leather\bing\000091.jpg,000091.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,275.4,a9b7998a20,no,
marrakech_dataset\leather\bing\000092.jpg,000092.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,867,1390,175.8,1c25e9cdda,no,
marrakech_dataset\leather\bing\000093.jpg,000093.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,346.0,2fd5c0f3e7,no,
marrakech_dataset\leather\bing\000094.jpg,000094.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1600,1102,209.8,232e4668a9,no,
marrakech_dataset\leather\bing\000095.jpg,000095.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1200,900,674.5,f9ff15afce,no,
marrakech_dataset\leather\bing\000096.jpg,000096.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1066,1690,240.6,d0dcb77237,no,
marrakech_dataset\leather\bing\000097.jpg,000097.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,800,553,87.4,d7e1956c28,no,
marrakech_dataset\leather\bing\000098.jpg,000098.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,750,1124,214.4,91ba94f477,no,
marrakech_dataset\leather\bing\000099.jpg,000099.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,1300,956,328.2,fecd406ad9,no,
marrakech_dataset\leather\bing\000100.jpg,000100.jpg,leather,unknown,leather,Leather Slippers (Babouches),بلغة,Souk Smata / Souk Cherratine,80,150,80–150 MAD,Traditional pointed-toe leather slippers. Price rises with embroidery quality.,866,1390,231.0,ee63d0f63c,no,
marrakech_dataset\lanterns\bing\000001.jpg,000001.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,301.5,028d3eb702,no,
marrakech_dataset\lanterns\bing\000002.jpg,000002.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,599,900,178.7,721c31dba2,no,
marrakech_dataset\lanterns\bing\000003.jpg,000003.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,257.5,7c9ada5b54,no,
marrakech_dataset\lanterns\bing\000004.jpg,000004.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,241.2,a88f126567,no,
marrakech_dataset\lanterns\bing\000005.jpg,000005.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,302.2,eebde3ff78,no,
marrakech_dataset\lanterns\bing\000006.jpg,000006.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,303.4,ea8cf283d7,no,
marrakech_dataset\lanterns\bing\000007.jpg,000007.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,221.8,ec0e83934a,no,
marrakech_dataset\lanterns\bing\000008.jpg,000008.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,170.1,31f14b1b34,no,
marrakech_dataset\lanterns\bing\000009.jpg,000009.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,306.0,3ef99b3543,no,
marrakech_dataset\lanterns\bing\000010.jpg,000010.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,1041,357.9,17852b8b80,no,
marrakech_dataset\lanterns\bing\000011.jpg,000011.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1067,1690,372.0,ae80b73c86,no,
marrakech_dataset\lanterns\bing\000012.jpg,000012.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,957,225.5,5a50059623,no,
marrakech_dataset\lanterns\bing\000013.jpg,000013.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,735,539,89.7,e2952b6c35,no,
marrakech_dataset\lanterns\bing\000014.jpg,000014.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,294.3,6ed4411b81,no,
marrakech_dataset\lanterns\bing\000015.jpg,000015.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,600,900,146.4,2d9bf6f928,no,
marrakech_dataset\lanterns\bing\000016.jpg,000016.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,259.1,259bbfac7d,no,
marrakech_dataset\lanterns\bing\000017.jpg,000017.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,734,1100,317.4,7d6727fd70,no,
marrakech_dataset\lanterns\bing\000018.jpg,000018.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,953,308.5,0a25a253e4,no,
marrakech_dataset\lanterns\bing\000019.jpg,000019.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1600,1153,199.9,413a255002,no,
marrakech_dataset\lanterns\bing\000020.jpg,000020.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1067,1690,271.9,ba6c11e948,no,
marrakech_dataset\lanterns\bing\000021.jpg,000021.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,265.3,476b979f7f,no,
marrakech_dataset\lanterns\bing\000022.jpg,000022.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,800,449,71.1,7bd9aa3b85,no,
marrakech_dataset\lanterns\bing\000023.jpg,000023.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,736,1049,163.9,8248c94417,no,
marrakech_dataset\lanterns\bing\000024.jpg,000024.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,428.6,2f19257d09,no,
marrakech_dataset\lanterns\bing\000025.jpg,000025.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,865,1390,152.0,117888cc2a,no,
marrakech_dataset\lanterns\bing\000026.jpg,000026.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,750,738,30.5,87fd583d77,no,
marrakech_dataset\lanterns\bing\000027.jpg,000027.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,750,670,24.3,c023133eee,no,
marrakech_dataset\lanterns\bing\000028.jpg,000028.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,750,662,37.6,025b21b299,no,
marrakech_dataset\lanterns\bing\000029.jpg,000029.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,672,886,70.5,e4aedce351,no,
marrakech_dataset\lanterns\bing\000030.jpg,000030.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,500,49.2,034fe9ea3a,no,
marrakech_dataset\lanterns\bing\000031.jpg,000031.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,500,48.3,6f618ce8e8,no,
marrakech_dataset\lanterns\bing\000032.jpg,000032.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,500,39.6,445cd1ad95,no,
marrakech_dataset\lanterns\bing\000033.jpg,000033.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1000,1000,132.0,6c12f311ff,no,
marrakech_dataset\lanterns\bing\000034.jpg,000034.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1600,1596,228.9,251f5fe2c8,no,
marrakech_dataset\lanterns\bing\000035.jpg,000035.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,500,22.6,8eb505c1ed,no,
marrakech_dataset\lanterns\bing\000036.jpg,000036.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1600,2175,284.0,14c8dfef0d,no,
marrakech_dataset\lanterns\bing\000037.jpg,000037.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,429,47.9,9c8cd2972d,no,
marrakech_dataset\lanterns\bing\000038.jpg,000038.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,486,77.8,1b022ada18,no,
marrakech_dataset\lanterns\bing\000039.jpg,000039.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,450,17.0,55361a4497,no,
marrakech_dataset\lanterns\bing\000040.jpg,000040.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1060,1968,303.1,5862def902,no,
marrakech_dataset\lanterns\bing\000041.jpg,000041.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,438,500,66.9,7e305cb575,no,
marrakech_dataset\lanterns\bing\000042.jpg,000042.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,668,1000,134.1,fc7665bf9c,no,
marrakech_dataset\lanterns\bing\000043.jpg,000043.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,657,657,81.0,bbd1bc3e27,no,
marrakech_dataset\lanterns\bing\000044.jpg,000044.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,500,34.9,1f51ddb418,no,
marrakech_dataset\lanterns\bing\000045.jpg,000045.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1000,517,93.7,1231896c41,no,
marrakech_dataset\lanterns\bing\000046.jpg,000046.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,600,600,20.4,73fde158ad,no,
marrakech_dataset\lanterns\bing\000047.jpg,000047.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,2250,3000,1567.1,4299cb56ac,no,
marrakech_dataset\lanterns\bing\000048.jpg,000048.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,500,500,32.3,c1aa022c5a,no,
marrakech_dataset\lanterns\bing\000049.jpg,000049.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1000,1000,112.0,ef3dcb688b,no,
marrakech_dataset\lanterns\bing\000050.jpg,000050.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,720,969,115.0,dafa0e556f,no,
marrakech_dataset\lanterns\bing\000051.jpg,000051.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,640,960,116.5,718f0f469c,no,
marrakech_dataset\lanterns\bing\000052.jpg,000052.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,221.8,ec0e83934a,no,
marrakech_dataset\lanterns\bing\000053.jpg,000053.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,215.6,0e1c49b67f,no,
marrakech_dataset\lanterns\bing\000054.jpg,000054.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,1064,408.3,aff23a41b7,no,
marrakech_dataset\lanterns\bing\000055.jpg,000055.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1148,1690,390.7,be4b0d6348,no,
marrakech_dataset\lanterns\bing\000056.jpg,000056.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,300,470,23.8,0572efa56c,no,
marrakech_dataset\lanterns\bing\000057.jpg,000057.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1067,1690,372.0,ae80b73c86,no,
marrakech_dataset\lanterns\bing\000058.jpg,000058.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,955,381.9,0179917d40,no,
marrakech_dataset\lanterns\bing\000059.jpg,000059.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,303.4,ea8cf283d7,no,
marrakech_dataset\lanterns\bing\000060.jpg,000060.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,972,298.0,2540bf4b31,no,
marrakech_dataset\lanterns\bing\000061.jpg,000061.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,600,900,147.7,3a416af705,no,
marrakech_dataset\lanterns\bing\000062.jpg,000062.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,506,900,113.0,b91c956752,no,
marrakech_dataset\lanterns\bing\000063.jpg,000063.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,786,1390,207.6,922a43b74c,no,
marrakech_dataset\lanterns\bing\000064.jpg,000064.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,301.1,62efd6da25,no,
marrakech_dataset\lanterns\bing\000065.jpg,000065.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,243.4,89b88977ed,no,
marrakech_dataset\lanterns\bing\000066.jpg,000066.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,400,267,30.3,af54caa30a,no,
marrakech_dataset\lanterns\bing\000067.jpg,000067.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,209.7,00f58ca04f,no,
marrakech_dataset\lanterns\bing\000068.jpg,000068.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,626,418,139.7,21cb88bf14,no,
marrakech_dataset\lanterns\bing\000069.jpg,000069.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,1300,956,259.1,259bbfac7d,no,
marrakech_dataset\lanterns\bing\000070.jpg,000070.jpg,lanterns,unknown,lanterns,Brass Lantern (small–medium),فانوس نحاسي,Souk Haddadine,100,500,100–500 MAD,From guide table. More elaborate/large ones: 300–800 MAD.,866,1390,241.2,a88f126567,no,
